description,label
"May nanggugulo na nanakit physically ng mga inosenteng tao dito sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Pinalo ng kahoy sa braso ang isang biktima kaya nagtamo ng pasa at sugat sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Duguan ang isang lalaki matapos sadyang saktan at iwanan sa eskinita ng Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May insidente ng pisikal na pananakit na naganap sa may waiting shed ng Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Sinaktan ng isang grupo ang isang tambay hanggang magtamo ng maraming sugat sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Nireport ang pananakit sa isang binatilyo na nagtamo ng pinsala sa katawan sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"Kailangan po ng tulong medikal dahil sa natamong sugat ng biktima ng pananakit sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"May duguon nga lalaki nga ginasaktan kag ginbilin sa igid sang dalan diri sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Tabang! May nanakit physically sa isa ka mal-am diri sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Isa ka biktima ang nag-angkon sang daku nga pilas sa ulo matapos binalan diri sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May insidente sang panakit diin ginpukpok sang matigas nga bagay ang isa ka biktima sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Isa ka pamatan-on ang nag-angkon sang madalom nga pasa sa nawong matapos saktan sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Nag-angkon sang bali sa kamot ang isa ka residente matapos sia hungod nga ginsaktan sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May lalaki nga nagapang-abuso kag nanakit sa isa ka tinedyer diri sa dalan sang Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Kinahanglan sang ambulansya sa Sitio Sampaguita kay duguon ang biktima sang panakit diri.",Physical Injury (Pisikal na Pananakit)
"Ginpilasan sang isa ka suspek ang takkon sang isa ka drayber sa sulod sang Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May biktima sang pisikal nga panakit nga kasalukuyan wala sing panalaytay sa bangketa sang Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Ginasaktan kag ginapahirapan physically sang isa ka grupo ang isa ka dumuluong sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Nag-angkon sang pilas sa nawong ang isa ka tindera matapos saktan sang isa ka customer sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May insidente sang panampal kag pwerte nga panakit sa gwa sang tindahan sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Binalandra kag ginsaktan sang husto ang isa ka lalaki sang mag-angkon sang pasa sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Isa ka estudyante ang ginsaktan physically kag nag-angkon sang mga gisi sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"Ginsugod kag ginsaktan sang isa ka lalaki ang iya tupad-balay gani nag-angkon ini sang pilas sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"May ginreport nga grabe nga pisikal nga panakit sa isa ka empleyado malapit sa terminal sang Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Ginpukpok sang botelya sa ulo ang isa ka biktima gani ini gindala sa ospital halin sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May pilasan nga lalaki nga nagapangayo sang tabang matapos saktan sang indi kilala nga tawo sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Nag-angkon sang pilas sa lawas ang isa ka residente bangod sa panakit sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Ginsipa kag ginsaktan sang husto sa tiyan ang isa ka biktima sa madulom nga parte sang Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May biktima sang panakit nga nagaantus sa sakit bangod sa mga natamo nga pasa sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Ginpalo sang tubo sa likod ang isa ka biktima gani nag-angkon sang malubha nga pilas sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"May natabo nga pisikal nga panakit sa isa ka pedestrian sa tapat sang chapel sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"Hungod nga ginsaktan kag ginpilasan ang nawong sang isa ka biktima gamit ang matalas nga bagay sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Nag-angkon sang mga malubha nga pilas sa lawas ang isa ka lalaki matapos saktan sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Isa ka mal-am ang gintulod kag ginsaktan physically gani nag-angkon sang bali sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May insidente sang panakit sa may palengke sang Sitio Daisy, madamo ang nakakita nga duguon ang biktima.",Physical Injury (Pisikal na Pananakit)
"Ginsaktan sang isa ka lalaki ang isa ka drayber asta nga nagboto ang bibig sini sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Ginreport ang isa ka kaso sang physical injury matapos saktan ang isa ka helper sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May lalaki nga gindala sa klinika matapos mag-angkon sang mga pilas halin sa panakit sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Ginluong kag ginsaktan sang husto ang isa ka biktima sa likod sang court sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Nag-angkon sang pilas sa nawong kag lawas ang isa ka biktima sang panakit sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May nagapang-gamo nga nanakit physically sang mga inosente nga tawo diri sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Ginpalo sang kahoy sa takkon ang isa ka biktima gani nag-angkon sang pasa kag pilas sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Duguon ang isa ka lalaki matapos hungod nga ginasaktan kag ginbilin sa eskinita sang Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"May insidente sang pisikal nga panakit nga natabo sa may waiting shed sang Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Ginsaktan sang isa ka grupo ang isa ka tambay asta mag-angkon sang madamo nga pilas sa Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"Ginreport ang panakit sa isa ka pamatan-on nga nag-angkon sang pilas sa lawas sa Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"Kinahanglan sang dinalian nga bulig medikal bangod sa natamo nga pilas sang biktima sang panakit sa Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"A bleeding man was physically assaulted and left on the side of the road here in Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Help! Someone is physically harming an elderly citizen here in Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"A victim sustained a severe head laceration after being struck with a blunt object in Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"There is a physical assault incident where a victim was repeatedly bludgeoned in Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"A young man suffered deep facial contusions after being physically assaulted in Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"A resident sustained a bone fracture in their arm after being intentionally harmed in Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"An aggressive man is assaulting and inflicting physical harm on a teenager along the street of Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"An ambulance is urgently needed in Sitio Sampaguita because the assault victim is bleeding heavily.",Physical Injury (Pisikal na Pananakit)
"A suspect inflicted a deep wound on a driver's arm inside the residential area of Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"A victim of severe physical abuse is currently lying unconscious on the sidewalk of Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"A group of individuals is physically abusing and torturing a stranger in Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"A store vendor sustained facial injuries after being physically assaulted by a customer in Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"An incident involving severe slapping and physical assault occurred outside a store in Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"A man was cornered and severely beaten, leaving him with multiple bodily injuries in Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"A student was physically assaulted and left with numerous scratches and bruises in Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"A man attacked and physically harmed his neighbor, causing open wounds here in Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"A severe physical injury case involving an employee was reported near the Sitio Sampaguita terminal.",Physical Injury (Pisikal na Pananakit)
"A victim was struck over the head with a bottle, causing trauma that required hospitalization from Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"An injured man is pleading for help after being physically assaulted by an unknown assailant in Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"A resident sustained significant bodily trauma due to a localized assault in Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"A victim was violently kicked and physically assaulted in the stomach within a dark alley of Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"An assault victim is groaning in pain due to severe physical bruising sustained in Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"Someone struck a victim's back with a metal pipe, causing severe spinal and physical injury in Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"A physical assault incident targeting a pedestrian took place in front of the chapel in Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"An attacker intentionally slashed a victim's face using a sharp object here in Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"A male victim sustained major physical trauma across his body after an attack in Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"An elderly individual was forcefully shoved and physically harmed, resulting in fractures in Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"There is an assault incident near the Sitio Daisy market; multiple witnesses saw the bloody victim.",Physical Injury (Pisikal na Pananakit)
"A man physically beat a public driver until the driver's lip ruptured in Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"A physical injury case was officially filed after a local helper was physically assaulted in Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"A male individual was rushed to a clinic after suffering bodily wounds from an assault in Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"A victim was choked and severely harmed behind the public sports court in Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"A physical assault victim sustained visible injuries to both their face and limbs in Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"A violent instigator is actively causing physical harm to innocent bystanders here in Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"A victim was struck on the arm with a wooden plank, causing deep bruising and swelling in Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"A man is covered in blood after being deliberately assaulted and abandoned in an alley in Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"An incident of physical assault resulting in bodily injury took place at the waiting shed in Sitio Daisy.",Physical Injury (Pisikal na Pananakit)
"A mob assaulted a local loiterer, inflicting multiple open wounds and injuries in Sitio Sampaguita.",Physical Injury (Pisikal na Pananakit)
"An assault on a young boy resulting in severe bodily harm was officially documented in Sitio Rosas.",Physical Injury (Pisikal na Pananakit)
"Emergency medical aid is requested due to the deep lacerations sustained by an assault victim in Sitio Daisy.",Physical Injury (Pisikal na Pananakit)


"May bata na nahulog mula sa mataas na puno dito sa Sitio Daisy.",Accident (Aksidente)
"Tulong! May biglang nakuryente habang nag-aayos ng linya sa Sitio Sampaguita.",Accident (Aksidente)
"Nasunog ang isang kusina dahil sa sumabog na tangke ng gas sa Sitio Rosas.",Accident (Aksidente)
"Isang manggagawa ang nahulog mula sa scaffold ng ginagawang gusali sa Sitio Daisy.",Accident (Aksidente)
"May insidente ng pagkalunod sa malalim na sapa dito sa Sitio Sampaguita.",Accident (Aksidente)
"Bumigay ang lumang bubong ng isang abandonadong bodega sa Sitio Rosas, may naipit.",Accident (Aksidente)
"Napasong husto ang kamay ng isang bata matapos matabig ang kumukulong tubig sa Sitio Daisy.",Accident (Aksidente)
"May matandang nadulas sa basang sahig at hindi na makatayo sa Sitio Sampaguita.",Accident (Aksidente)
"Biglang gumuho ang hinuhukay na kanal at may natabunan na tao sa Sitio Rosas.",Accident (Aksidente)
"Nasugatan ang isang residente matapos mabasagan ng salamin sa mukha sa Sitio Daisy.",Accident (Aksidente)
"May nakakain ng nakalalasong halaman o kemikal at isinusugod sa ospital mula sa Sitio Sampaguita.",Accident (Aksidente)
"Isang sanggol ang nabulunan habang kumakain sa loob ng kanilang bahay sa Sitio Rosas.",Accident (Aksidente)
"Natusok ng kalawanging pako ang paa ng isang construction worker sa Sitio Daisy.",Accident (Aksidente)
"May sumiklab na apoy sa linya ng kuryente dahil sa kidlat dito sa Sitio Sampaguita.",Accident (Aksidente)
"Nahulog ang isang matanda sa bukas na manhole sa gilid ng eskinita sa Sitio Rosas.",Accident (Aksidente)
"May nakagat ng makamandag na ahas habang naglilinis ng bakuran sa Sitio Daisy.",Accident (Aksidente)
"Nabagok ang ulo ng isang bata matapos mahulog sa duyan sa Sitio Sampaguita.",Accident (Aksidente)
"Nasugatan ang isang karpintero nang madulas ang hawak niyang de-kuryenteng lagari sa Sitio Rosas.",Accident (Aksidente)
"Isang tangke ng kemikal ang nag-leak sa loob ng isang talyer sa Sitio Daisy.",Accident (Aksidente)
"May na-trap na bata sa loob ng sirang elevator ng isang commercial building sa Sitio Sampaguita.",Accident (Aksidente)
"Bumagsak ang isang malaking sanga ng puno sa bubong ng bahay dahil sa lakas ng hangin sa Sitio Rosas.",Accident (Aksidente)
"Nalason sa usok ang isang pamilya matapos maiwanang nakasindi ang uling sa Sitio Daisy.",Accident (Aksidente)
"May manggagawa na naipit ang kamay sa mabigat na makinarya sa Sitio Sampaguita.",Accident (Aksidente)
"Na-stroke o biglang nahimatay ang isang residente habang nagtatanim sa Sitio Rosas.",Accident (Aksidente)
"Nasunog ang mukha ng isang lalaki dahil sa backfire ng nilulutong pagkain sa Sitio Daisy.",Accident (Aksidente)
"May bata na aksidenteng nakalunok ng barya at nahihirapang huminga sa Sitio Sampaguita.",Accident (Aksidente)
"Bumigay ang hagdanan ng isang lumang bahay habang may umaakyat sa Sitio Rosas.",Accident (Aksidente)
"Isang residente ang nakaranas ng matinding allergy matapos matusok ng bubuyog sa Sitio Daisy.",Accident (Aksidente)
"May sumabog na transformer ng kuryente malapit sa covered court ng Sitio Sampaguita.",Accident (Aksidente)
"Naiwan ang kalan na nakabukas at muntik nang magdulot ng malaking sunog sa Sitio Rosas.",Accident (Aksidente)
"May nagtamo ng bali sa balakang matapos mahulog sa hagdan sa Sitio Daisy.",Accident (Aksidente)
"Isang bata ang naipit ang mga daliri sa mabigat na pinto ng simbahan sa Sitio Sampaguita.",Accident (Aksidente)
"May natumbahang pader ng sementeryo dahil sa lambot ng lupa sa Sitio Rosas.",Accident (Aksidente)
"Nalunod ang isang baka matapos mahulog sa malalim na balon sa Sitio Daisy.",Accident (Aksidente)
"May manggagawa na nabagsakan ng hollow block sa paa habang nagtatrabaho sa Sitio Sampaguita.",Accident (Aksidente)
"Isang residente ang nakuryente matapos hawakan ang basang switch sa Sitio Rosas.",Accident (Aksidente)
"May matandang nawalan ng balanse at nahulog mula sa balkonahe sa Sitio Daisy.",Accident (Aksidente)
"Nabulag pansamantala ang isang welder dahil sa talsik ng spark sa Sitio Sampaguita.",Accident (Aksidente)
"May sumabog na baterya ng cellphone habang naka-charge sa loob ng kwarto sa Sitio Rosas.",Accident (Aksidente)
"Kailangan po ng rumespondeng bumbero dahil may nagsisimulang apoy sa kusina sa Sitio Daisy.",Accident (Aksidente)
